"Ano";"Nome do autor";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";
"2022";"HIRAN GONCALVES";"0007";"RORAIMA (UF)";"Saúde";"Atenção básica";"930.061,00";"0,00";"0,00";
"2022";"ADRIANO DO BALDY";"0002";"GOIÁS (UF)";"Saúde";"Atenção básica";"930.739,00";"930.739,00";"930.739,00";
"2022";"ANDRE DE PAULA";"0007";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"932.182,00";"932.182,00";"932.182,00";
"2022";"WALDENOR PEREIRA";"0005";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"933.935,00";"933.935,00";"933.935,00";
"2022";"PROFESSORA MARCIVANIA";"0015";"AMAPÁ (UF)";"Saúde";"Atenção básica";"933.968,00";"933.968,00";"933.968,00";
"2022";"DIMAS FABIANO";"0005";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"936.009,00";"936.009,00";"936.009,00";
"2022";"GLAUBER BRAGA";"0014";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"936.912,06";"115.807,36";"100.159,18";
"2022";"ROBERIO MONTEIRO";"0003";"ITAPIPOCA - CE";"Saúde";"Assistência hospitalar e ambulatorial";"937.123,00";"937.123,00";"937.123,00";
"2022";"FABIO RAMALHO";"0009";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"937.200,00";"0,00";"0,00";
"2022";"HELIO LOPES";"0004";"RIO DE JANEIRO - RJ";"Defesa nacional";"Atenção básica";"937.891,00";"0,00";"0,00";
"2022";"WELLINGTON ROBERTO";"0013";"PARAÍBA (UF)";"Urbanismo";"Assistência comunitária";"938.000,00";"938.000,00";"938.000,00";
"2022";"VANDERLAN CARDOSO";"0001";"GOIÁS (UF)";"Saúde";"Atenção básica";"938.053,00";"738.023,00";"738.023,00";
"2022";"ANDRE ABDON";"0005";"ITAUBAL - AP";"Saúde";"Atenção básica";"938.993,00";"938.993,00";"938.993,00";
"2022";"PASTOR GIL";"0004";"MARANHÃO (UF)";"Educação";"Ensino profissional";"941.000,00";"376.400,00";"0,00";
"2022";"PAULO GANIME";"0007";"ITAOCARA - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"941.304,00";"941.304,00";"941.304,00";
"2022";"CAPITAO FABIO ABREU";"0005";"PIAUÍ (UF)";"Saúde";"Atenção básica";"942.681,00";"942.681,00";"942.681,00";
"2022";"DR. FREDERICO";"0013";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"946.271,00";"946.271,00";"686.271,00";
"2022";"JOAO CAMPOS";"0003";"GOIÁS (UF)";"Desporto e lazer";"Desporto comunitário";"948.146,53";"0,00";"0,00";
"2022";"JANDIRA FEGHALI";"0001";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"950.000,00";"475.000,00";"475.000,00";
"2022";"RANDOLFE RODRIGUES";"0004";"AMAPÁ (UF)";"Encargos especiais";"Outras transferências";"950.000,00";"950.000,00";"950.000,00";
"2022";"FABIO TRAD";"0005";"MATO GROSSO DO SUL (UF)";"Desporto e lazer";"Desporto comunitário";"950.000,00";"1.400,00";"1.400,00";
"2022";"VINICIUS FARAH";"0010";"SAPUCAIA - RJ";"Saúde";"Atenção básica";"950.104,00";"950.104,00";"950.104,00";
"2022";"VINICIUS FARAH";"0014";"AREAL - RJ";"Saúde";"Atenção básica";"950.104,00";"950.104,00";"950.104,00";
"2022";"CID GOMES";"0006";"CRATO - CE";"Saúde";"Atenção básica";"951.765,00";"951.765,00";"951.765,00";
"2022";"RICARDO TEOBALDO";"0010";"PERNAMBUCO (UF)";"Urbanismo";"Assistência comunitária";"953.500,00";"953.500,00";"953.500,00";
"2022";"VIVI REIS";"0006";"PARÁ (UF)";"Educação";"Ensino superior";"954.502,20";"171.557,30";"51.557,30";
"2022";"JUNIOR MANO";"0003";"CEARÁ (UF)";"Saúde";"Atenção básica";"954.736,00";"954.736,00";"954.736,00";
"2022";"JUNIOR MANO";"0002";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"954.775,00";"954.775,00";"954.775,00";
"2022";"HELIO LOPES";"0015";"RIO DE JANEIRO (UF)";"Agricultura";"Extensão rural";"955.000,00";"0,00";"0,00";
"2022";"ZE SILVA";"0008";"GOUVEIA - MG";"Agricultura";"Promoção da produção agropecuária";"955.000,00";"0,00";"0,00";
"2022";"HUGO LEAL";"0006";"RIO DE JANEIRO (UF)";"Agricultura";"Promoção da produção agropecuária";"955.000,00";"0,00";"0,00";
"2022";"ANTONIO BRITO";"0011";"BAHIA (UF)";"Agricultura";"Promoção da produção agropecuária";"955.000,00";"0,00";"0,00";
"2022";"ALIEL MACHADO";"0003";"PARANÁ (UF)";"Agricultura";"Promoção da produção agropecuária";"955.000,00";"0,00";"0,00";
"2022";"MARCELO NILO";"0003";"BAHIA (UF)";"Agricultura";"Promoção da produção agropecuária";"955.000,00";"0,00";"0,00";
"2022";"BANCADA DO RIO GRANDE DO NORTE";"0015";"RIO GRANDE DO NORTE (UF)";"Agricultura";"Promoção da produção agropecuária";"955.000,00";"0,00";"0,00";
"2022";"OSMAR TERRA";"0004";"RIO GRANDE DO SUL (UF)";"Agricultura";"Promoção da produção agropecuária";"955.000,00";"0,00";"0,00";
"2022";"JOSE MEDEIROS";"0003";"MATO GROSSO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"956.119,00";"956.119,00";"956.119,00";
"2022";"BANCADA DA BAHIA";"0017";"BARREIRAS - BA";"Transporte";"Transporte aéreo";"957.973,00";"0,00";"0,00";
"2022";"BANCADA DO MARANHAO";"0003";"MARANHÃO (UF)";"Transporte";"Transporte rodoviário";"957.973,00";"0,00";"0,00";
"2022";"BANCADA DO MARANHAO";"0009";"IMPERATRIZ - MA";"Transporte";"Transporte rodoviário";"957.973,00";"0,00";"0,00";
"2022";"BANCADA DO MARANHAO";"0013";"MARANHÃO (UF)";"Transporte";"Transporte rodoviário";"957.973,00";"25.997,66";"25.997,66";
"2022";"BANCADA DA BAHIA";"0016";"FEIRA DE SANTANA - BA";"Transporte";"Transporte rodoviário";"957.973,00";"957.973,00";"0,00";
"2022";"ZE SILVA";"0005";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"959.280,31";"0,00";"0,00";
"2022";"LUIZIANNE LINS";"0003";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"965.927,00";"965.927,00";"965.927,00";
"2022";"VENEZIANO VITAL DO REGO";"0001";"PARAÍBA (UF)";"Gestão ambiental";"Recursos hídricos";"966.077,69";"3.864,14";"3.864,14";
"2022";"DULCE MIRANDA";"0006";"TOCANTINS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"966.493,00";"966.493,00";"966.493,00";
"2022";"SARGENTO FAHUR";"0007";"PARANÁ (UF)";"Agricultura";"Promoção da produção agropecuária";"967.415,00";"0,00";"0,00";
"2022";"FABIO MITIDIERI";"0003";"SERGIPE (UF)";"Urbanismo";"Assistência comunitária";"968.345,07";"23.521,40";"18.341,40";
"2022";"LEONARDO MONTEIRO";"0007";"MINAS GERAIS (UF)";"Assistência social";"Alimentação e nutrição";"969.145,00";"61.107,08";"61.107,08";
"2022";"HELIO COSTA";"0012";"Nacional";"Segurança pública";"Policiamento";"969.437,50";"0,00";"0,00";
"2022";"DR. LUIZ OVANDO";"0015";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"969.682,00";"400.000,00";"400.000,00";
"2022";"DAVID MIRANDA";"0024";"Nacional";"Saúde";"Desenvolvimento científico";"971.586,95";"350.000,00";"0,00";
"2022";"CHARLES FERNANDES";"0005";"BAHIA (UF)";"Saúde";"Atenção básica";"976.727,00";"976.727,00";"976.727,00";
"2022";"EDIO LOPES";"0006";"RORAIMA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"977.769,00";"977.769,00";"977.769,00";
"2022";"VINICIUS POIT";"0003";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"978.142,00";"978.142,00";"978.142,00";
"2022";"PAULO ROCHA";"0011";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"981.266,00";"981.266,00";"981.266,00";
"2022";"ALESSANDRO MOLON";"0010";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"982.631,00";"982.631,00";"982.631,00";
"2022";"FAUSTO PINATO";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"982.880,00";"982.880,00";"982.880,00";
"2022";"LAFAYETTE DE ANDRADA";"0004";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"983.227,00";"232.935,00";"232.935,00";
"2022";"HELDER SALOMAO";"0015";"ESPÍRITO SANTO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"983.337,00";"656.699,00";"656.699,00";
"2022";"FREI ANASTACIO RIBEIRO";"0016";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"983.940,00";"983.940,00";"983.940,00";
"2022";"ZEQUINHA MARINHO";"0004";"PARÁ (UF)";"Saúde";"Atenção básica";"984.646,00";"0,00";"0,00";
"2022";"VITOR HUGO";"0004";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"988.568,00";"0,00";"0,00";
"2022";"FELIPE RIGONI";"0003";"Nacional";"Gestão ambiental";"Recursos hídricos";"989.761,00";"0,00";"0,00";
"2022";"OSMAR TERRA";"0007";"RIO GRANDE DO SUL (UF)";"Urbanismo";"Assistência comunitária";"990.000,00";"0,00";"0,00";
"2022";"RODRIGO CUNHA";"0011";"Nacional";"Urbanismo";"Assistência comunitária";"990.000,00";"92.600,00";"92.600,00";
"2022";"CLAUDIO CAJADO";"0009";"BAHIA (UF)";"Comunicações";"Tecnologia da informação";"990.000,00";"0,00";"0,00";
"2022";"ALTINEU CORTES";"0003";"RIO DE JANEIRO (UF)";"Segurança pública";"Policiamento";"990.066,66";"0,00";"0,00";
"2022";"NEREU CRISPIM";"0008";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"991.978,00";"991.978,00";"991.978,00";
"2022";"BANCADA DE TOCANTINS";"0015";"TOCANTINS (UF)";"Educação";"Ensino profissional";"993.477,24";"90.200,00";"0,00";
"2022";"LAURIETE";"0009";"ESPÍRITO SANTO (UF)";"Educação";"Educação básica";"994.107,50";"0,00";"0,00";
"2022";"DANIEL SILVEIRA";"0006";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"994.560,00";"994.560,00";"994.560,00";
"2022";"EMIDINHO MADEIRA";"0001";"MINAS GERAIS (UF)";"Agricultura";"Promoção da produção agropecuária";"995.050,00";"0,00";"0,00";
"2022";"JOAO CAMPOS";"0007";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"995.526,00";"0,00";"0,00";
"2022";"WILSON SANTIAGO";"0006";"PARAÍBA (UF)";"Urbanismo";"Assistência comunitária";"996.800,00";"831.400,00";"750.400,00";
"2022";"MAURO NAZIF";"0003";"RONDÔNIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"999.349,00";"999.349,00";"999.349,00";
"2022";"GENERAL PETERNELLI";"0024";"Nacional";"Defesa nacional";"Defesa terrestre";"999.756,20";"0,00";"0,00";
"2022";"LUIZ DO CARMO";"0003";"GOIÁS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"999.865,00";"0,00";"0,00";
"2022";"CARLOS JORDY";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"999.919,00";"0,00";"0,00";
"2022";"FERNANDA MELCHIONNA";"0002";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino superior";"999.995,62";"882.564,42";"610.032,01";
"2022";"ANTONIO BRITO";"0012";"BAHIA (UF)";"Comércio e serviços";"Turismo";"1.000.000,00";"10.500,00";"10.500,00";
"2022";"GENERAL PETERNELLI";"0011";"Nacional";"Defesa nacional";"Defesa terrestre";"1.000.000,00";"0,00";"0,00";
"2022";"EUCLYDES PETTERSEN";"0009";"MINAS GERAIS (UF)";"Urbanismo";"Assistência comunitária";"1.000.000,00";"0,00";"0,00";
"2022";"GIACOBO";"0008";"FOZ DO IGUAÇU - PR";"Encargos especiais";"Outras transferências";"1.000.000,00";"609.841,00";"609.841,00";
"2022";"BANCADA DA PARAIBA";"0005";"PATOS - PB";"Transporte";"Transporte aéreo";"1.000.000,00";"0,00";"0,00";
"2022";"OSMAR SERRAGLIO";"0001";"FRANCISCO BELTRÃO - PR";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"DELEGADO EDER MAURO";"0006";"LIMOEIRO DO AJURU - PA";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"EDUARDO GIRAO";"0004";"CEARÁ (UF)";"Saúde";"Atenção básica";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"PROFESSOR JOZIEL";"0001";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"ALICE PORTUGAL";"0015";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"ANTONIO BRITO";"0008";"BAHIA (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"1.000.000,00";"0,00";"0,00";
"2022";"OTTO ALENCAR";"0003";"CAPIM GROSSO - BA";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"CAPITAO ALBERTO NETO";"0010";"AUTAZES - AM";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"ELMAR NASCIMENTO";"0006";"CONCEIÇÃO DO COITÉ - BA";"Encargos especiais";"Outras transferências";"1.000.000,00";"959.841,00";"959.841,00";
"2022";"RODRIGO MAIA";"0021";"RIO DE JANEIRO - RJ";"Comércio e serviços";"Turismo";"1.000.000,00";"3.500,00";"3.500,00";
"2022";"ALEXANDRE PADILHA";"0005";"SÃO PAULO (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"0,00";"0,00";
"2022";"OTONI DE PAULA";"0005";"CASIMIRO DE ABREU - RJ";"Saúde";"Atenção básica";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"RUY CARNEIRO";"0012";"PARAÍBA (UF)";"Desporto e lazer";"Desporto de rendimento";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"CARLOS SAMPAIO";"0010";"CRAVINHOS - SP";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"PEDRO AUGUSTO BEZERRA";"0002";"ICÓ - CE";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"MARCIO ALVINO";"0019";"MOGI DAS CRUZES - SP";"Saúde";"Assistência hospitalar e ambulatorial";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"BETO FARO";"0012";"CASTANHAL - PA";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"ALTINEU CORTES";"0004";"RIO DE JANEIRO (UF)";"Comércio e serviços";"Turismo";"1.000.000,00";"1.400,00";"1.400,00";
"2022";"LUIS MIRANDA";"0002";"DISTRITO FEDERAL (UF)";"Cultura";"Difusão cultural";"1.000.000,00";"0,00";"0,00";
"2022";"MAILZA GOMES";"0009";"ACRE (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"STYVENSON VALENTIM";"0009";"RIO GRANDE DO NORTE (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"3.500,00";"3.500,00";
"2022";"JOENIA WAPICHANA";"0001";"RORAIMA (UF)";"Saúde";"Assistência aos povos indígenas";"1.000.000,00";"0,00";"0,00";
"2022";"ELIAS VAZ";"0006";"GOIÁS (UF)";"Comunicações";"Tecnologia da informação";"1.000.000,00";"0,00";"0,00";
"2022";"GLAUBER BRAGA";"0006";"CAMPOS DOS GOYTACAZES - RJ";"Segurança pública";"Defesa civil";"1.000.000,00";"0,00";"0,00";
"2022";"AFONSO MOTTA";"0007";"RIO GRANDE DO SUL (UF)";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"ALTINEU CORTES";"0009";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"1.000.000,00";"1.000.000,00";"0,00";
"2022";"CORONEL ARMANDO";"0008";"JOINVILLE - SC";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"DELEGADO EDER MAURO";"0012";"ANAJÁS - PA";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"MAILZA GOMES";"0005";"ACRE (UF)";"Segurança pública";"Policiamento";"1.000.000,00";"0,00";"0,00";
"2022";"CHARLES FERNANDES";"0002";"GANDU - BA";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"LUIS MIRANDA";"0005";"Nacional";"Ciência e Tecnologia";"Difusão do conhecimento científico e tecnológico";"1.000.000,00";"0,00";"0,00";
"2022";"CORONEL ARMANDO";"0007";"JOINVILLE - SC";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"IVAN VALENTE";"0021";"SÃO PAULO (UF)";"Educação";"Ensino superior";"1.000.000,00";"0,00";"0,00";
"2022";"GLAUBER BRAGA";"0007";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"1.000.000,00";"0,00";"0,00";
"2022";"SEVERINO PESSOA";"0001";"ALAGOAS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"NILDA GONDIM";"0006";"PARAÍBA (UF)";"Comércio e serviços";"Turismo";"1.000.000,00";"19.693,80";"19.693,80";
"2022";"OSSESIO SILVA";"0012";"LIMOEIRO - PE";"Encargos especiais";"Outras transferências";"1.000.000,00";"500.000,00";"500.000,00";
"2022";"GLAUBER BRAGA";"0008";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"1.000.000,00";"0,00";"0,00";
"2022";"CHARLES FERNANDES";"0011";"SEBASTIÃO LARANJEIRAS - BA";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"ROBERIO MONTEIRO";"0016";"FRECHEIRINHA - CE";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"LAERTE BESSA";"0002";"Centro-Oeste";"Comércio e serviços";"Turismo";"1.000.000,00";"10.500,00";"10.500,00";
"2022";"HAROLDO CATHEDRAL";"0013";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"OTTO ALENCAR";"0009";"ITAPICURU - BA";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"BANCADA DO PARA";"0007";"Norte";"Saúde";"Atenção básica";"1.000.000,00";"0,00";"0,00";
"2022";"ARTHUR LIRA";"0004";"BARRA DE SÃO MIGUEL - AL";"Comércio e serviços";"Turismo";"1.000.000,00";"3.500,00";"3.500,00";
"2022";"MARCIO BIOLCHI";"0007";"RIO GRANDE DO SUL (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"10.500,00";"10.500,00";
"2022";"JUNIOR LOURENCO";"0004";"MARANHÃO (UF)";"Educação";"Ensino profissional";"1.000.000,00";"31.361,74";"3.126,32";
"2022";"OTONI DE PAULA";"0006";"SÃO JOÃO DE MERITI - RJ";"Encargos especiais";"Outras transferências";"1.000.000,00";"500.000,00";"500.000,00";
"2022";"FABIO TRAD";"0008";"MATO GROSSO DO SUL (UF)";"Comércio e serviços";"Turismo";"1.000.000,00";"3.500,00";"3.500,00";
"2022";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0006";"Nacional";"Defesa nacional";"Defesa naval";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"DR. LUIZ OVANDO";"0011";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"879.841,00";"879.841,00";
"2022";"NATALIA BONAVIDES";"0010";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"1.000.000,00";"998.580,00";"998.580,00";
"2022";"EDUARDO GOMES";"0010";"TOCANTINS (UF)";"Agricultura";"Promoção da produção agropecuária";"1.000.000,00";"0,00";"0,00";
"2022";"ROBERIO MONTEIRO";"0009";"CHOROZINHO - CE";"Encargos especiais";"Outras transferências";"1.000.000,00";"90.159,00";"90.159,00";
"2022";"ELMAR NASCIMENTO";"0008";"EUNÁPOLIS - BA";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"GENECIAS NORONHA";"0006";"BOA VIAGEM - CE";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"GIACOBO";"0009";"MARIÓPOLIS - PR";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"JOSE MEDEIROS";"0009";"MATO GROSSO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"CLARISSA GAROTINHO";"0012";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"570.000,00";"570.000,00";
"2022";"ALIEL MACHADO";"0010";"PARANÁ (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"0,00";"0,00";
"2022";"IVAN VALENTE";"0010";"RIBEIRÃO PRETO - SP";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"HUMBERTO COSTA";"0008";"FEIRA NOVA - PE";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"NEUCIMAR FRAGA";"0008";"ESPÍRITO SANTO (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"100.000,00";"100.000,00";
"2022";"LUIS MIRANDA";"0003";"Nacional";"Cultura";"Difusão cultural";"1.000.000,00";"0,00";"0,00";
"2022";"PAULAO";"0009";"ALAGOAS (UF)";"Cultura";"Difusão cultural";"1.000.000,00";"300.000,00";"300.000,00";
"2022";"EDUARDO BOLSONARO";"0006";"Nacional";"Segurança pública";"Policiamento";"1.000.000,00";"0,00";"0,00";
"2022";"ROBERIO MONTEIRO";"0005";"URUOCA - CE";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"FRANCISCO JR.";"0016";"URUAÇU - GO";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"ALAN RICK";"0006";"ACRE (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"EDUARDO BOLSONARO";"0011";"SÃO PAULO (UF)";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"ODAIR CUNHA";"0003";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"1.000.000,00";"151.368,83";"132.952,83";
"2022";"GUILHERME MUSSI";"0006";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"CARLOS GOMES";"0007";"VILA MARIA - RS";"Encargos especiais";"Outras transferências";"1.000.000,00";"500.000,00";"500.000,00";
"2022";"MARRECA FILHO";"0019";"ARARI - MA";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"JOSE ANIBAL";"0015";"CARAPICUÍBA - SP";"Encargos especiais";"Outras transferências";"1.000.000,00";"50.000,00";"50.000,00";
"2022";"JOSE ANIBAL";"0002";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"RICARDO GUIDI";"0004";"JOINVILLE - SC";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"MAJOR FABIANA";"0008";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"500.000,00";"500.000,00";
"2022";"SUBTENENTE GONZAGA";"0002";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"859.841,00";"859.841,00";
"2022";"ALAN RICK";"0004";"ACRE (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"615.159,00";"615.159,00";
"2022";"FRANCISCO JR.";"0014";"GOIÁS (UF)";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"CAPITAO ALBERTO NETO";"0012";"TEFÉ - AM";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"PROFESSOR JOZIEL";"0005";"SÃO JOÃO DE MERITI - RJ";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"MARCIO ALVINO";"0025";"UBATUBA - SP";"Saúde";"Atenção básica";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"HUMBERTO COSTA";"0016";"ÁGUAS BELAS - PE";"Encargos especiais";"Outras transferências";"1.000.000,00";"50.000,00";"50.000,00";
"2022";"DELEGADO EDER MAURO";"0013";"MUANÁ - PA";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"48.000,95";"48.000,95";
"2022";"GIACOBO";"0007";"PALOTINA - PR";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"MARA GABRILLI";"0003";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"500.000,00";"500.000,00";
"2022";"VINICIUS FARAH";"0016";"ITALVA - RJ";"Encargos especiais";"Outras transferências";"1.000.000,00";"550.000,00";"550.000,00";
"2022";"GENECIAS NORONHA";"0004";"NOVO ORIENTE - CE";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"BANCADA DO MARANHAO";"0002";"MARANHÃO (UF)";"Transporte";"Transporte rodoviário";"1.000.000,00";"978.378,16";"976.595,08";
"2022";"CARLOS GOMES";"0001";"RIO GRANDE DO SUL (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"15.848,00";"15.848,00";
"2022";"VERMELHO";"0001";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"ORLANDO SILVA";"0003";"Nacional";"Cultura";"Difusão cultural";"1.000.000,00";"0,00";"0,00";
"2022";"TASSO JEREISSATI";"0004";"GRANJEIRO - CE";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"BANCADA DO MATO GROSSO DO SUL";"0002";"TRÊS LAGOAS - MS";"Transporte";"Transporte rodoviário";"1.000.000,00";"0,00";"0,00";
"2022";"HUMBERTO COSTA";"0013";"LAGOA GRANDE - PE";"Encargos especiais";"Outras transferências";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"CARLOS PORTINHO";"0012";"Nacional";"Defesa nacional";"Administração geral";"1.000.000,00";"2.100,00";"2.100,00";
"2022";"WELLINGTON FAGUNDES";"0012";"Nacional";"Ciência e Tecnologia";"Desenvolvimento científico";"1.000.000,00";"0,00";"0,00";
"2022";"GENECIAS NORONHA";"0005";"MARANGUAPE - CE";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"PEDRO VILELA";"0005";"ALAGOAS (UF)";"Desporto e lazer";"Desporto comunitário";"1.000.000,00";"3.500,00";"3.500,00";
